country,count,family_code,nr_of_family_members,lives_in_specific,lives_in,age,toothpaste,toothpaste_full_name,f_concentration,children_adult
Lithuania,1,10017,4,Vilnius,City,46,Elmex,Elmex dental enamel protection professional,1450,
Lithuania,1,10017,4,Vilnius,City,46,Elmex,Elmex dental enamel protection professional,1450,
Lithuania,1,10017,4,Vilnius,City,15,Elmex,Elmex dental enamel protection professional,1450,
Lithuania,1,10017,4,Vilnius,City,80,Elmex,Elmex dental enamel protection professional,1450,
Lithuania,1,10018,6,Vilnius,City,12,Colgate,Colgate total ,1450,
Lithuania,1,10018,6,Vilnius,City,16,Colgate,Colgate total ,1450,
Lithuania,1,10018,6,Vilnius,City,43,Colgate,Colgate total ,1450,
Lithuania,1,10018,6,Vilnius,City,44,Ecodenta,Ecodenta multi-functional,1131,
Lithuania,1,10018,6,Vilnius,City,43,Ecodenta,Ecodenta sensitivity relief,1131,
Lithuania,1,10018,6,Vilnius,City,44,Ecodenta,Ecodenta sensitivity relief,1131,
Lithuania,1,10019,3,Vilnius,City,15,Colgate,Colgate Cavity Protection,1450,
Lithuania,1,10019,3,Vilnius,City,43,Colgate,Colgate Cavity Protection,1450,
Lithuania,1,10019,3,Vilnius,City,44,Colgate,Colgate Cavity Protection,1450,
Lithuania,1,10020,6,Vilnius,City,15,Kokosmile,Koko Smile day,0,
Lithuania,1,10020,6,Vilnius,City,19,Kokosmile,Koko Smile day,0,
Lithuania,1,10020,6,Vilnius,City,15,Kokosmile,Koko Smile night,0,
Lithuania,1,10020,6,Vilnius,City,19,Kokosmile,Koko Smile night,0,
Lithuania,1,10020,6,Vilnius,City,40,Parodontax,Parodontax whitening,1400,
Lithuania,1,10020,6,Vilnius,City,43,Parodontax,Parodontax whitening,1400,
Lithuania,1,10021,3,Vilnius,City,18,Colgate,Colgate Natural Extracts,1000,
Lithuania,1,10021,3,Vilnius,City,25,Ecodenta,Ecodenta black whitening,0,
Lithuania,1,10021,3,Vilnius,City,65,Jordan,Jordan white smile,1450,
Lithuania,1,10022,6,Vilnius,City,16,Nida,Nida jautrių dantų pasta su alavijų ekstraktu,1131,
Lithuania,1,10022,6,Vilnius,City,43,Nida,Nida jautrių dantų pasta su alavijų ekstraktu,1131,
Lithuania,1,10022,6,Vilnius,City,16,Saliagalen,madaus,1450,
Lithuania,1,10022,6,Vilnius,City,43,Saliagalen,madaus,1450,
Lithuania,1,10022,6,Vilnius,City,16,Velym,Velym daily protection,1450,
Lithuania,1,10022,6,Vilnius,City,43,Velym,Velym daily protection,1450,
Lithuania,1,10023,3,Vilnius,City,15,Royal Dent,Royal denta silver,594,
Lithuania,1,10023,3,Vilnius,City,51,Royal Dent,Royal denta silver,594,
Lithuania,1,10023,3,Vilnius,City,53,Royal Dent,Royal denta silver,594,
Lithuania,1,10024,3,Vilnius,City,17,Gum,GUM Sensi vital,1450,
Lithuania,1,10024,3,Vilnius,City,42,Gum,GUM Sensi vital,1450,
Lithuania,1,10024,3,Vilnius,City,50,Gum,GUM Sensi vital,1450,
Lithuania,1,10025,9,Vilnius,Town,9,Dentalux,Dentalux for kids 7+,1000,children
Lithuania,1,10025,9,Vilnius,Town,16,Elgydium,Elgydium Antiplaque,0,
Lithuania,1,10025,9,Vilnius,Town,19,Elgydium,Elgydium Antiplaque,0,
Lithuania,1,10025,9,Vilnius,Town,41,Elgydium,Elgydium Antiplaque,0,
Lithuania,1,10025,9,Vilnius,Town,43,Elgydium,Elgydium Antiplaque,0,
Lithuania,1,10025,9,Vilnius,Town,16,Elgydium,Elgydium protection caries,1450,
Lithuania,1,10025,9,Vilnius,Town,19,Elgydium,Elgydium protection caries,1450,
Lithuania,1,10025,9,Vilnius,Town,41,Elgydium,Elgydium protection caries,1450,
Lithuania,1,10025,9,Vilnius,Town,43,Elgydium,Elgydium protection caries,1450,
Lithuania,1,10026,5,Vilnius,City,12,Colgate,Colgate total ,1450,
Lithuania,1,10026,5,Vilnius,City,16,Colgate,Colgate total ,1450,
Lithuania,1,10026,5,Vilnius,City,43,Colgate,Colgate total ,1450,
Lithuania,1,10026,5,Vilnius,City,44,Ecodenta,Ecodenta multi-functional,1131,
Lithuania,1,10026,5,Vilnius,City,44,Ecodenta,Ecodenta sensitivity relief,1131,
Lithuania,1,10027,3,Vilnius,City,17,Dentalux,Dentalux for shining white teeth,1450,
Lithuania,1,10027,3,Vilnius,City,38,Dentalux,Dentalux for shining white teeth,1450,
Lithuania,1,10027,3,Vilnius,City,39,Dentalux,Dentalux for shining white teeth,1450,
Lithuania,1,10028,7,Vilnius,City,21,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10028,7,Vilnius,City,50,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10028,7,Vilnius,City,12,Ecodenta,Ecodenta bluberry nights,1448,
Lithuania,1,10028,7,Vilnius,City,16,Ecodenta,Ecodenta certified organic whitening,0,
Lithuania,1,10028,7,Vilnius,City,12,Ecodenta,Ecodenta pineapple mornings,0,
Lithuania,1,10028,7,Vilnius,City,84,Lacalut,Lacalut White,1360,
Lithuania,1,10028,7,Vilnius,City,49,Sensodyne,Sensodyne multi-care,1450,
Lithuania,1,10029,3,Vilnius,Town,10,Black Clean balinanti su žolelėmis,Black Clean balinanti su žolelėmis,,
Lithuania,1,10029,3,Vilnius,Town,49,Colgate,Colgate total ,1450,
Lithuania,1,10029,3,Vilnius,Town,70,Colgate,Colgate total ,1450,
Lithuania,1,10030,4,Vilnius,Town,34,Colgate,Colgate Max White,1450,
Lithuania,1,10030,4,Vilnius,Town,40,Colgate,Colgate Max White,1450,
Lithuania,1,10030,4,Vilnius,Town,4,Faberlic,Faberlic 6+,,children
Lithuania,1,10030,4,Vilnius,Town,9,Faberlic,Faberlic 6+,,children
Lithuania,1,10031,5,Vilnius,Rural area,17,N/A,N/A,N/A,
Lithuania,1,10031,5,Vilnius,Rural area,41,N/A,N/A,N/A,
Lithuania,1,10031,5,Vilnius,Rural area,74,N/A,N/A,N/A,
Lithuania,1,10031,5,Vilnius,Rural area,8,Zendium,"Zendium, junior 5+",1450,children
Lithuania,1,10031,5,Vilnius,Rural area,11,Zendium,"Zendium, junior 5+",1450,children
Lithuania,1,10032,6,Vilnius,Rural area,9,Colgate,Colgate Whitening,1450,
Lithuania,1,10032,6,Vilnius,Rural area,13,Colgate,Colgate Whitening,1450,
Lithuania,1,10032,6,Vilnius,Rural area,15,Colgate,Colgate Whitening,1450,
Lithuania,1,10032,6,Vilnius,Rural area,18,Colgate,Colgate Whitening,1450,
Lithuania,1,10032,6,Vilnius,Rural area,37,Colgate,Colgate Whitening,1450,
Lithuania,1,10032,6,Vilnius,Rural area,37,Colgate,Colgate Whitening,1450,
Lithuania,1,10033,10,Vilnius,Town,7,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10033,10,Vilnius,Town,33,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10033,10,Vilnius,Town,39,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10033,10,Vilnius,Town,7,Ecodenta,Ecodenta black whitening,0,
Lithuania,1,10033,10,Vilnius,Town,33,Ecodenta,Ecodenta black whitening,0,
Lithuania,1,10033,10,Vilnius,Town,39,Ecodenta,Ecodenta black whitening,0,
Lithuania,1,10033,10,Vilnius,Town,3,Ecodenta,Ecodenta black whitening,0,
Lithuania,1,10033,10,Vilnius,Town,3,Ecodenta,Ecodenta KAKE MAKE,498,
Lithuania,1,10033,10,Vilnius,Town,33,Elgydium,Elgydium whitening,0,
Lithuania,1,10033,10,Vilnius,Town,33,Sensodyne,Sensodyne Complete,1450,
Lithuania,1,10034,6,Vilnius,Town,10,Aquafresh,Aquafresh all in one,1450,
Lithuania,1,10034,6,Vilnius,Town,2,N/A,N/A,N/A,
Lithuania,1,10034,6,Vilnius,Town,35,N/A,N/A,N/A,
Lithuania,1,10034,6,Vilnius,Town,58,N/A,N/A,N/A,
Lithuania,1,10034,6,Vilnius,Town,62,N/A,N/A,N/A,
Lithuania,1,10034,6,Vilnius,Town,31,Sensodyne,Sensodyne repair & protect,1450,
Lithuania,1,10035,5,Vilnius,Rural area,55,N/A,N/A,N/A,
Lithuania,1,10035,5,Vilnius,Rural area,60,N/A,N/A,N/A,
Lithuania,1,10035,5,Vilnius,Rural area,10,Sensodyne,Sensodyne daily whitening,1450,
Lithuania,1,10035,5,Vilnius,Rural area,14,Sensodyne,Sensodyne daily whitening,1450,
Lithuania,1,10035,5,Vilnius,Rural area,35,Sensodyne,Sensodyne daily whitening,1450,
Lithuania,1,10036,3,Vilnius,Rural area,9,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10036,3,Vilnius,Rural area,33,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10036,3,Vilnius,Rural area,34,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10037,5,Vilnius,Town,18,Blend-a-med,Blend-a-med 3D white,1450,
Lithuania,1,10037,5,Vilnius,Town,41,Blend-a-med,Blend-a-med 3D white,1450,
Lithuania,1,10037,5,Vilnius,Town,45,Blend-a-med,Blend-a-med 3D white,1450,
Lithuania,1,10037,5,Vilnius,Town,9,Dentica,Dentica ultra white,1500,
Lithuania,1,10037,5,Vilnius,Town,11,Dentica,Dentica ultra white,1500,
Lithuania,1,10038,4,Vilnius,Town,7,Colgate,Colgate Max White,1450,
Lithuania,1,10038,4,Vilnius,Town,41,Colgate,Colgate Max White,1450,
Lithuania,1,10038,4,Vilnius,Town,45,Colgate,Colgate Max White,1450,
Lithuania,1,10038,4,Vilnius,Town,3,Ecodenta,Ecodenta Wild strawberry flavoured,0,
Lithuania,1,10039,5,Vilnius,Town,1,Theramed,Theramed whitening,1450,
Lithuania,1,10039,5,Vilnius,Town,7,Theramed,Theramed whitening,1450,
Lithuania,1,10039,5,Vilnius,Town,9,Theramed,Theramed whitening,1450,
Lithuania,1,10039,5,Vilnius,Town,25,Theramed,Theramed whitening,1450,
Lithuania,1,10039,5,Vilnius,Town,32,Theramed,Theramed whitening,1450,
Lithuania,1,10040,4,Vilnius,Town,45,Dabur RED,Dabur RED,0,
Lithuania,1,10040,4,Vilnius,Town,6,Dentalux,Dentalux For Kids 0-6,1000,children
Lithuania,1,10040,4,Vilnius,Town,8,Dentalux,Dentalux For Kids 0-6,1000,children
Lithuania,1,10040,4,Vilnius,Town,30,Theramed,Theramed whitening,1450,
Lithuania,1,10041,7,Vilnius,Rural area,9,Ecodenta,Ecodenta bluberry nights,1448,
Lithuania,1,10041,7,Vilnius,Rural area,17,Ecodenta,Ecodenta bluberry nights,1448,
Lithuania,1,10041,7,Vilnius,Rural area,39,Ecodenta,Ecodenta Briliant whitening,1448,
Lithuania,1,10041,7,Vilnius,Rural area,51,Ecodenta,Ecodenta Briliant whitening,1448,
Lithuania,1,10041,7,Vilnius,Rural area,17,Ecodenta,Ecodenta Briliant whitening,1448,
Lithuania,1,10041,7,Vilnius,Rural area,9,Ecodenta,Ecodenta pineapple mornings,0,
Lithuania,1,10041,7,Vilnius,Rural area,17,Ecodenta,Ecodenta pineapple mornings,0,
Lithuania,1,10042,3,Vilnius,Town,47,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10042,3,Vilnius,Town,50,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10042,3,Vilnius,Town,10,Jordan,Jordan 6-12 years,1450,children
Lithuania,1,10043,5,Vilnius,Rural area,7,Sensodyne,Sensodyne Extra Whitening,1400,
Lithuania,1,10043,5,Vilnius,Rural area,36,Sensodyne,Sensodyne Extra Whitening,1400,
Lithuania,1,10043,5,Vilnius,Rural area,36,Sensodyne,Sensodyne Extra Whitening,1400,
Lithuania,1,10043,5,Vilnius,Rural area,79,Sensodyne,Sensodyne Extra Whitening,1400,
Lithuania,1,10043,5,Vilnius,Rural area,87,Sensodyne,Sensodyne Extra Whitening,1400,
Lithuania,1,10044,3,Vilnius,Town,68,Aquafresh,Aquafresh Mild & Minty,1450,
Lithuania,1,10044,3,Vilnius,Town,63,Colgate,Colgate Cavity Protection,1450,
Lithuania,1,10044,3,Vilnius,Town,8,Kin,FluorKIN,1000,
Lithuania,1,10045,3,Vilnius,Town,30,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10045,3,Vilnius,Town,31,Colgate,Colgate Advanced white Charcoal,1450,
Lithuania,1,10045,3,Vilnius,Town,8,Zubnoy dozor Apple,Zubnoy dozor Apple,0,
Lithuania,1,10046,4,Vilnius,Town,3,Ecodenta,Ecodenta KAKE MAKE,498,
Lithuania,1,10046,4,Vilnius,Town,9,Langelica,Langelica Junior,0,
Lithuania,1,10046,4,Vilnius,Town,38,Sensodyne,Sensodyne Fluoride,1450,
Lithuania,1,10046,4,Vilnius,Town,41,Sensodyne,Sensodyne Fluoride,1450,
Lithuania,1,10047,4,Vilnius,Rural area,39,Aquafresh,Aquafresh Whitening,1450,
Lithuania,1,10047,4,Vilnius,Rural area,39,Aquafresh,Aquafresh Whitening,1450,
Lithuania,1,10047,4,Vilnius,Rural area,6,Colgate,Colgate 6-9 metu,1450,children
Lithuania,1,10047,4,Vilnius,Rural area,9,Colgate,Colgate 6-9 metu,1450,children
Lithuania,1,10048,4,Vilnius,Rural area,9,Lacalut,Lacalut White,1360,
Lithuania,1,10048,4,Vilnius,Rural area,10,Lacalut,Lacalut White,1360,
Lithuania,1,10048,4,Vilnius,Rural area,33,Lacalut,Lacalut White,1360,
Lithuania,1,10048,4,Vilnius,Rural area,35,Lacalut,Lacalut White,1360,
Lithuania,1,10049,4,Vilnius,Town,10,Ecodenta,Ecodenta centified organic multifunctional,0,
Lithuania,1,10049,4,Vilnius,Town,38,Lacalut,Lacalut aktiv,1360,
Lithuania,1,10049,4,Vilnius,Town,58,Lacalut,Lacalut aktiv,1360,
Lithuania,1,10049,4,Vilnius,Town,8,Lacalut,Lacalut kids 4-8 metu,500,
Lithuania,1,10050,5,Vilnius,Rural area,8,Colgate,Colgate cool stripe,1450,
Lithuania,1,10050,5,Vilnius,Rural area,12,Colgate,Colgate cool stripe,1450,
Lithuania,1,10050,5,Vilnius,Rural area,16,Colgate,Colgate cool stripe,1450,
Lithuania,1,10050,5,Vilnius,Rural area,37,Colgate,Colgate cool stripe,1450,
Lithuania,1,10050,5,Vilnius,Rural area,38,Colgate,Colgate cool stripe,1450,
Lithuania,1,10051,3,Vilnius,Rural area,41,DentaDoc,DentaDoc,1450,
Lithuania,1,10051,3,Vilnius,Rural area,42,DentaDoc,DentaDoc,1450,
Lithuania,1,10051,3,Vilnius,Rural area,9,Dentalux,Dentalux for kids 7+,1000,children
Lithuania,1,10052,3,Vilnius,Town,10,Ecodenta,Ecodenta gaivi balinamoji,1448,
Lithuania,1,10052,3,Vilnius,Town,42,Ecodenta,Ecodenta gaivi balinamoji,1448,
Lithuania,1,10052,3,Vilnius,Town,47,Ecodenta,Ecodenta gaivi balinamoji,1448,
Lithuania,1,10053,5,Kaunas,City,37,Georganics,Georganics,0,
Lithuania,1,10053,5,Kaunas,City,39,Georganics,Georganics,0,
Lithuania,1,10053,5,Kaunas,City,2,Weleda,Weleda,0,
Lithuania,1,10053,5,Kaunas,City,5,Weleda,Weleda,0,
Lithuania,1,10053,5,Kaunas,City,8,Weleda,Weleda,0,
Lithuania,1,10054,5,Kaunas,City,35,Atemfrisch,Atemfrisch,1200,
Lithuania,1,10054,5,Kaunas,City,60,Atemfrisch,Atemfrisch,1200,
Lithuania,1,10054,5,Kaunas,City,41,Biorepair,Biorepair,0,
Lithuania,1,10054,5,Kaunas,City,3,Elgydium,Elgydium Kids 3-6 metu,1000,children
Lithuania,1,10054,5,Kaunas,City,9,Kin,FluorKIN,1000,
Lithuania,1,10055,4,Kaunas,City,19,Apacare,Apacare,1450,
Lithuania,1,10055,4,Kaunas,City,40,Apacare,Apacare,1450,
Lithuania,1,10055,4,Kaunas,City,41,Apacare,Apacare,1450,
Lithuania,1,10055,4,Kaunas,City,6,Ecodenta,Ecodenta KAKE MAKE,498,
Lithuania,1,10056,3,Kaunas,City,10,Tebodont,Tebodont,0,
Lithuania,1,10056,3,Kaunas,City,53,Tebodont,Tebodont,0,
Lithuania,1,10056,3,Kaunas,City,56,Tebodont,Tebodont,0,
Lithuania,1,10057,5,Kaunas,Town,44,Colgate,Colgate MaxFresh,1450,
Lithuania,1,10057,5,Kaunas,Town,45,Colgate,Colgate MaxFresh,1450,
Lithuania,1,10057,5,Kaunas,Town,10,Dentalux,Dentalux for kids 7+,1000,children
Lithuania,1,10057,5,Kaunas,Town,22,Prokudent,Prokudent Herbal,1450,
Lithuania,1,10057,5,Kaunas,Town,16,Sensodyne,Sensodyne Complete,1450,
Lithuania,1,10058,4,Kaunas,City,7,Emoform,Emoform 6+,1000,
Lithuania,1,10058,4,Kaunas,City,36,Gum,Gum HaliControl,1490,
Lithuania,1,10058,4,Kaunas,City,33,Marvis,Marvis cinnamon mint,905,
Lithuania,1,10058,4,Kaunas,City,4,Sensodyne,Sensodyne Pronamel 6-12,1450,children
Lithuania,1,10060,8,Kaunas,Rural area,37,Curasept,Curasept su F ir CHX,1450,
Lithuania,1,10060,8,Kaunas,Rural area,6,Curasept,Curasept su F ir CHX,1450,
Lithuania,1,10060,8,Kaunas,Rural area,6,Kin,FluorKIN,1000,
Lithuania,1,10060,8,Kaunas,Rural area,8,Kin,FluorKIN,1000,
Lithuania,1,10060,8,Kaunas,Rural area,37,Kin,Kin B5,1450,
Lithuania,1,10060,8,Kaunas,Rural area,41,Kin,Kin B5,1450,
Lithuania,1,10060,8,Kaunas,Rural area,41,Weleda,Weleda,0,
Lithuania,1,10060,8,Kaunas,Rural area,37,Weleda,Weleda,0,
Lithuania,1,10061,3,Kaunas,City,9,Elmex,Elmex Junior,1400,children
Lithuania,1,10061,3,Kaunas,City,51,Gum,GUM Sensi vital,1450,
Lithuania,1,10061,3,Kaunas,City,46,Vivi My,Vivi My,0,
Lithuania,1,10062,8,Kaunas,City,9,Ecodenta,Ecodenta colour surprise,1448,
Lithuania,1,10062,8,Kaunas,City,3,Ecodenta,Ecodenta colour surprise,1448,
Lithuania,1,10062,8,Kaunas,City,9,Greenfeel sensitive,Greenfeel sensitive,1000,
Lithuania,1,10062,8,Kaunas,City,36,Greenfeel sensitive,Greenfeel sensitive,1000,
Lithuania,1,10062,8,Kaunas,City,37,Greenfeel sensitive,Greenfeel sensitive,1000,
Lithuania,1,10062,8,Kaunas,City,3,Humble,Humble natural toothpaste strawberry,1000,
Lithuania,1,10062,8,Kaunas,City,36,Sensodyne,Sensodyne Fluoride,1450,
Lithuania,1,10062,8,Kaunas,City,37,Sensodyne,Sensodyne Fluoride,1450,
Lithuania,1,10063,6,Kaunas,City,38,Lacalut,Lacalut aktiv,1360,
Lithuania,1,10063,6,Kaunas,City,49,Lacalut,Lacalut aktiv,1360,
Lithuania,1,10063,6,Kaunas,City,9,Lacalut,Lacalut basic,1176,
Lithuania,1,10063,6,Kaunas,City,13,Lacalut,Lacalut basic,1176,
Lithuania,1,10063,6,Kaunas,City,38,Lacalut,Lacalut White,1360,
Lithuania,1,10063,6,Kaunas,City,49,Lacalut,Lacalut White,1360,
Lithuania,1,10064,4,Kaunas,Rural area,7,Lacalut,Lacalut kids 4-8 metu,500,
Lithuania,1,10064,4,Kaunas,Rural area,35,Sensodyne,Sensodyne Extra Whitening,1400,
Lithuania,1,10064,4,Kaunas,Rural area,36,Sensodyne,Sensodyne Extra Whitening,1400,
Lithuania,1,10064,4,Kaunas,Rural area,11,Zylia,Zylia,,
Lithuania,1,10065,7,Kaunas,Rural area,9,Ecodenta,Ecodenta colour surprise,1448,
Lithuania,1,10065,7,Kaunas,Rural area,11,Ecodenta,Ecodenta triple force,0,
Lithuania,1,10065,7,Kaunas,Rural area,38,Ecodenta,Ecodenta triple force,0,
Lithuania,1,10065,7,Kaunas,Rural area,39,Ecodenta,Ecodenta triple force,0,
Lithuania,1,10065,7,Kaunas,Rural area,11,Sensodyne,Sensodyne multi-care,1450,
Lithuania,1,10065,7,Kaunas,Rural area,38,Sensodyne,Sensodyne multi-care,1450,
Lithuania,1,10065,7,Kaunas,Rural area,39,Sensodyne,Sensodyne multi-care,1450,
Lithuania,1,10066,3,Kaunas,Town,9,Himalaya,Himalaya Herbal (Stain - Away),0,
Lithuania,1,10066,3,Kaunas,Town,35,Himalaya,Himalaya Herbal (Stain - Away),0,
Lithuania,1,10066,3,Kaunas,Town,7,Lacalut,Lacalut kids 4-8 metu,500,
Lithuania,1,10067,3,Kaunas,Town,15,Aquafresh,Aquafresh Mild & Minty,1450,
Lithuania,1,10067,3,Kaunas,Town,40,Aquafresh,Aquafresh Mild & Minty,1450,
Lithuania,1,10067,3,Kaunas,Town,42,Aquafresh,Aquafresh Mild & Minty,1450,
Lithuania,1,10068,9,Kaunas,Town,5,Ecodenta,Ecodenta colour surprise,1448,
Lithuania,1,10068,9,Kaunas,Town,8,Ecodenta,Ecodenta colour surprise,1448,
Lithuania,1,10068,9,Kaunas,Town,41,Ecodenta,Ecodenta sensitivity relief,1131,
Lithuania,1,10068,9,Kaunas,Town,44,Ecodenta,Ecodenta sensitivity relief,1131,
Lithuania,1,10068,9,Kaunas,Town,8,Ecodenta,Ecodenta sensitivity relief,1131,
Lithuania,1,10068,9,Kaunas,Town,41,N/A,N/A,N/A,
Lithuania,1,10068,9,Kaunas,Town,44,N/A,N/A,N/A,
Lithuania,1,10068,9,Kaunas,Town,5,Pierrot,Pierrot +2/Piwy,504,children
Lithuania,1,10068,9,Kaunas,Town,8,Pierrot,Pierrot +2/Piwy,504,children
Lithuania,1,10069,4,Kaunas,City,10,Blend-a-med,Blend-a-med 3D white,1450,
Lithuania,1,10069,4,Kaunas,City,34,Blend-a-med,Blend-a-med 3D white,1450,
Lithuania,1,10069,4,Kaunas,City,51,Blend-a-med,Blend-a-med 3D white,1450,
Lithuania,1,10069,4,Kaunas,City,4,Elgydium,Elgydium Kids 3-6 metu,1000,children
Lithuania,1,10070,5,Kaunas,Town,8,Pierrot,Pierrot +2/Piwy,504,children
Lithuania,1,10070,5,Kaunas,Town,10,Pierrot,Pierrot +2/Piwy,504,children
Lithuania,1,10070,5,Kaunas,Town,15,Sensodyne,Sensodyne Deep Clean,1450,
Lithuania,1,10070,5,Kaunas,Town,33,Sensodyne,Sensodyne Deep Clean,1450,
Lithuania,1,10070,5,Kaunas,Town,37,Sensodyne,Sensodyne Deep Clean,1450,
Lithuania,1,10071,3,Kaunas,Town,16,Himalaya,Himalaya complete care,500,
Lithuania,1,10071,3,Kaunas,Town,42,Superwhite,Superwhite,1455,
Lithuania,1,10071,3,Kaunas,Town,60,Superwhite,Superwhite,1455,
Lithuania,1,10072,6,Kaunas,City,66,Ecodenta,Ecodenta multi-functional,1131,
Lithuania,1,10072,6,Kaunas,City,68,Ecodenta,Ecodenta multi-functional,1131,
Lithuania,1,10072,6,Kaunas,City,12,Ecodenta,Ecodenta organic anti-plaque,0,
Lithuania,1,10072,6,Kaunas,City,14,Ecodenta,Ecodenta organic anti-plaque,0,
Lithuania,1,10072,6,Kaunas,City,42,Ecodenta,Ecodenta organic anti-plaque,0,
Lithuania,1,10072,6,Kaunas,City,48,Ecodenta,Ecodenta organic anti-plaque,0,
Lithuania,1,10073,4,Kaunas,City,50,Ecodenta,Ecodenta balinamoji su mėtų eteriniu aliejum,1448,
Lithuania,1,10073,4,Kaunas,City,55,Ecodenta,Ecodenta balinamoji su mėtų eteriniu aliejum,1448,
Lithuania,1,10073,4,Kaunas,City,14,Glister,Glister,950,
Lithuania,1,10073,4,Kaunas,City,22,Glister,Glister,950,
Lithuania,1,10074,3,Kaunas,City,13,Royal Dent,Royal denta silver,594,
Lithuania,1,10074,3,Kaunas,City,44,Royal Dent,Royal denta silver,594,
Lithuania,1,10074,3,Kaunas,City,47,Royal Dent,Royal denta silver,594,
Lithuania,1,10075,4,Kaunas,City,6,President,President Junior 6+,950,
Lithuania,1,10075,4,Kaunas,City,14,Sensodyne,Sensodyne extra fresh,1450,
Lithuania,1,10075,4,Kaunas,City,41,Sensodyne,Sensodyne extra fresh,1450,
Lithuania,1,10075,4,Kaunas,City,42,Sensodyne,Sensodyne extra fresh,1450,
Lithuania,1,10076,4,Kaunas,City,6,Colgate,Colgate 6-9 metu,1450,children
Lithuania,1,10076,4,Kaunas,City,14,Elgydium,Elgydium Antiplaque,0,
Lithuania,1,10076,4,Kaunas,City,40,Elgydium,Elgydium Antiplaque,0,
Lithuania,1,10076,4,Kaunas,City,40,Elgydium,Elgydium Antiplaque,0,
Lithuania,1,10077,4,Kaunas,City,9,Colgate,Colgate total ,1450,
Lithuania,1,10077,4,Kaunas,City,14,Colgate,Colgate total ,1450,
Lithuania,1,10077,4,Kaunas,City,45,Colgate,Colgate total ,1450,
Lithuania,1,10077,4,Kaunas,City,46,Colgate,Colgate total ,1450,
Lithuania,1,10078,2,Kaunas,City,15,Ecodenta,Ecodenta multi-functional,1131,
Lithuania,1,10078,2,Kaunas,City,43,Ecodenta,Ecodenta multi-functional,1131,
Lithuania,1,10079,3,Kaunas,City,13,Ecodenta,Ecodenta pineapple mornings,0,
Lithuania,1,10079,3,Kaunas,City,45,Ecodenta,Ecodenta pineapple mornings,0,
Lithuania,1,10079,3,Kaunas,City,45,Luneje Yunnan Baiyao Tooth,Luneje Yunnan Baiyao Tooth,0,
Lithuania,1,10080,4,Kaunas,City,11,Ecodenta,Ecodenta Briliant whitening,1448,
Lithuania,1,10080,4,Kaunas,City,14,Ecodenta,Ecodenta Briliant whitening,1448,
Lithuania,1,10080,4,Kaunas,City,41,Ecodenta,Ecodenta Briliant whitening,1448,
Lithuania,1,10080,4,Kaunas,City,42,Ecodenta,Ecodenta Briliant whitening,1448,
Lithuania,1,10081,4,Kaunas,City,14,Colgate,Colgate total ,1450,
Lithuania,1,10081,4,Kaunas,City,21,Colgate,Colgate total ,1450,
Lithuania,1,10081,4,Kaunas,City,47,Colgate,Colgate total ,1450,
Lithuania,1,10081,4,Kaunas,City,49,Colgate,Colgate total ,1450,
Lithuania,1,10082,5,Kaunas,City,10,Blend-a-med,Blendamed Complete protect fresh,1450,
Lithuania,1,10082,5,Kaunas,City,11,Blend-a-med,Blendamed Complete protect fresh,1450,
Lithuania,1,10082,5,Kaunas,City,15,Blend-a-med,Blendamed Complete protect fresh,1450,
Lithuania,1,10082,5,Kaunas,City,41,Blend-a-med,Blendamed Complete protect fresh,1450,
Lithuania,1,10082,5,Kaunas,City,42,Blend-a-med,Blendamed Complete protect fresh,1450,
Lithuania,1,10083,4,Kaunas,City,15,Elmex,Elmex Caries Protection ,1400,
Lithuania,1,10083,4,Kaunas,City,36,Elmex,Elmex Caries Protection ,1400,
Lithuania,1,10083,4,Kaunas,City,37,Elmex,Elmex Caries Protection ,1400,
Lithuania,1,10083,4,Kaunas,City,7,Elmex,Elmex Kids,500,children
Lithuania,1,10084,8,Kaunas,Town,10,Ecodenta,Ecodenta triple force,0,
Lithuania,1,10084,8,Kaunas,Town,16,Ecodenta,Ecodenta triple force,0,
Lithuania,1,10084,8,Kaunas,Town,36,Ecodenta,Ecodenta triple force,0,
Lithuania,1,10084,8,Kaunas,Town,39,Ecodenta,Ecodenta triple force,0,
Lithuania,1,10084,8,Kaunas,Town,10,Ecodenta,Ecodenta caries fighting,0,
Lithuania,1,10084,8,Kaunas,Town,16,Ecodenta,Ecodenta caries fighting,0,
Lithuania,1,10084,8,Kaunas,Town,36,Ecodenta,Ecodenta caries fighting,0,
Lithuania,1,10084,8,Kaunas,Town,39,Ecodenta,Ecodenta caries fighting,0,
Lithuania,1,10085,4,Kaunas,City,16,Ecodenta,Ecodenta multi-functional,1131,
